Contrast,#term ID,term description,genes mapped,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
AD_NPH,GO:0006955,Immune response,90,3.03773,bottom,0.000029,ks,"9606.ENSP00000053867,9606.ENSP00000212355,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000226218,9606.ENSP00000227266,9606.ENSP00000232003,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000259486,9606.ENSP00000261267,9606.ENSP00000261918,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000264025,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000305988,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000323929,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000345344,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000357981,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000399679,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000452662,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000483567,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","GRN,TGFBR3,LGALS1,CHGA,LBP,CTSH,C5,VTN,CTSC,HRG,LRP1,C3,F12,ENPP2,LYZ,SEMA7A,PRDX1,C9,C6,NECTIN1,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,TNFRSF21,C2,AXL,RNASE6,ALCAM,FGB,F2,C1QB,CFHR1,CLU,APOL1,C7,A2M,CSF1,ICOSLG,SLPI,CTSL,APOA4,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,CTSS,C8B,PTGDS,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,LCP1,COLEC12,C1S,CD14,TF,C4A,PRG4,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,IGKV2D-28,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,IGKV2D-29,KNG1,B2M,FGA"
AD_NPH,GO:0016064,Immunoglobulin mediated immune response,26,5.02791,bottom,0.0000316,ks,"9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035","C5,C3,C9,C6,C1RL,SERPING1,C2,C1QB,CLU,C7,C8A,CD55,C4BPA,FCGR3A,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72"
AD_NPH,GO:0006958,"Complement activation, classical pathway",25,5.12946,bottom,0.000032,ks,"9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035","C5,C3,C9,C6,C1RL,SERPING1,C2,C1QB,CLU,C7,C8A,CD55,C4BPA,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72"
AD_NPH,GO:0002252,Immune effector process,47,3.93826,bottom,0.0000324,ks,"9606.ENSP00000053867,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284981,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301522,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","GRN,LGALS1,CHGA,LBP,CTSH,C5,CTSC,LRP1,C3,PRDX1,C9,C6,C1RL,SERPING1,APP,MASP1,C2,PRDX2,F2,C1QB,CFHR1,CLU,C7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,C8B,PTGDS,C8G,C1QC,C1QA,CFI,LCP1,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
AD_NPH,GO:0051917,Regulation of fibrinolysis,9,7.18835,bottom,0.0000338,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853","CPB2,APOH,VTN,HRG,F12,KLKB1,F2,PLG,SERPINF2"
AD_NPH,GO:0051918,Negative regulation of fibrinolysis,7,7.80078,bottom,0.0000496,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853","CPB2,APOH,VTN,HRG,F2,PLG,SERPINF2"
AD_NPH,GO:0051707,Response to other organism,84,3.13822,bottom,0.0000532,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000233242,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000261267,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000302621,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381057,9606.ENSP00000381607,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000451206,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000495530,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,C5,HRG,APOB,C3,VGF,F12,LYZ,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,VCAM1,MASP1,C2,AXL,PRDX2,RNASE6,LRG1,FGB,F2,C1QB,CFHR1,CLU,APOL1,CALR,C7,CSF1,ICOSLG,SLPI,HP,APOA4,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,RNASE1,GSTP1,COLEC12,C1S,CD14,TF,C4A,PENK,FGFR2,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,NPC2,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,ENO1,B2M,FGA"
AD_NPH,GO:0019835,Cytolysis,8,7.38432,bottom,0.0000744,afc,"9606.ENSP00000223642,9606.ENSP00000261267,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000360281,9606.ENSP00000360697","C5,LYZ,C9,C6,C7,C8A,C8B,C8G"
AD_NPH,GO:0030193,Regulation of blood coagulation,20,5.02535,bottom,0.0000744,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000301522,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000356671,9606.ENSP00000377783,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,PRDX2,FGB,F2,PLG,SERPINF2,PDGFB,FGG,SERPINC1,PROS1,KNG1,FGA"
AD_NPH,GO:0009607,Response to biotic stimulus,85,3.08917,bottom,0.0000756,ks,"9606.ENSP00000216361,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000232003,9606.ENSP00000233242,9606.ENSP00000245907,9606.ENSP00000249330,9606.ENSP00000253496,9606.ENSP00000261267,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000302621,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000324173,9606.ENSP00000327513,9606.ENSP00000339477,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000381057,9606.ENSP00000381607,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000396688,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000451206,9606.ENSP00000452245,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000493985,9606.ENSP00000495530,9606.ENSP00000497910,9606.ENSP00000498441","COCH,CHGA,LBP,C5,HRG,APOB,C3,VGF,F12,LYZ,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,VCAM1,MASP1,C2,AXL,PRDX2,RNASE6,LRG1,FGB,F2,C1QB,CFHR1,CLU,APOL1,CALR,C7,HSPA5,CSF1,ICOSLG,SLPI,HP,APOA4,C8A,CD55,C4BPA,CFHR2,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,RNASE1,GSTP1,COLEC12,C1S,CD14,TF,C4A,PENK,FGFR2,CFB,RARRES2,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,NPC2,RNASE4,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,KNG1,ENO1,B2M,FGA"
AD_NPH,GO:0050778,Positive regulation of immune response,45,3.83402,bottom,0.0000756,ks,"9606.ENSP00000216361,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000230036,9606.ENSP00000232003,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000284240,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000329797,9606.ENSP00000339477,9606.ENSP00000340278,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366091,9606.ENSP00000370698,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000468253,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","COCH,LBP,C5,GPLD1,HRG,C3,C9,C6,HPX,C1RL,SERPING1,THY1,MASP1,TNFRSF21,C2,C1QB,CFHR1,CLU,C7,CADM1,ICOSLG,PARK7,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,C8B,C8G,C1QC,C1QA,MOG,IL6ST,CFI,C1S,C4A,CFB,IGLL5,C1R,CFD,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
AD_NPH,GO:0002460,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,29,4.67318,bottom,0.0000907,ks,"9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000245907,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","CTSH,C5,CTSC,C3,C9,C6,C1RL,SERPING1,C2,C1QB,CLU,C7,C8A,CD55,C4BPA,FCGR3A,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
AD_NPH,GO:0045087,Innate immune response,60,3.41273,bottom,0.0000913,ks,"9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000223642,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000296280,9606.ENSP00000299367,9606.ENSP00000301178,9606.ENSP00000302046,9606.ENSP00000306099,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000322061,9606.ENSP00000327513,9606.ENSP00000342082,9606.ENSP00000350425,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000372136,9606.ENSP00000378131,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000396688,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910,9606.ENSP00000498441","CHGA,LBP,C5,C3,F12,PRDX1,C9,C6,HPX,C1RL,SERPING1,ENDOD1,APP,CSF1R,PGLYRP2,CXCL16,MASP1,C2,AXL,RNASE6,FGB,C1QB,CLU,APOL1,C7,CSF1,SLPI,APOA4,C8A,CD55,C4BPA,CFH,FCGR3A,C8B,C8G,WFDC2,GSN,C1QC,C1QA,DEFA1B,CFI,COLEC12,C1S,CD14,C4A,CFB,RARRES2,RNASET2,IGLL5,PLD4,JCHAIN,C1R,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,B2M,FGA"
AD_NPH,GO:0042730,Fibrinolysis,12,6.09533,bottom,0.00014,afc,"9606.ENSP00000181383,9606.ENSP00000232003,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000336829,9606.ENSP00000377783,9606.ENSP00000498441","CPB2,HRG,F12,KLKB1,SERPING1,FGB,F2,PLG,SERPINF2,FGG,PROS1,FGA"
AD_NPH,GO:0030194,Positive regulation of blood coagulation,9,6.81734,bottom,0.00016,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000253496,9606.ENSP00000301522,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853","CPB2,APOH,VTN,HRG,F12,PRDX2,F2,PLG,SERPINF2"
AD_NPH,GO:0002376,Immune system process,119,2.38398,bottom,0.00018,ks,"9606.ENSP00000053867,9606.ENSP00000166139,9606.ENSP00000212355,9606.ENSP00000215909,9606.ENSP00000216492,9606.ENSP00000217407,9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000226218,9606.ENSP00000227266,9606.ENSP00000230036,9606.ENSP00000232003,9606.ENSP00000236671,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000253496,9606.ENSP00000259486,9606.ENSP00000261267,9606.ENSP00000261918,9606.ENSP00000262120,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000264025,9606.ENSP00000265983,9606.ENSP00000266542,9606.ENSP00000270142,9606.ENSP00000278407,9606.ENSP00000278505,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000292401,9606.ENSP00000292609,9606.ENSP00000293778,9606.ENSP00000294728,9606.ENSP00000296280,9606.ENSP00000296861,9606.ENSP00000299367,9606.ENSP00000300026,9606.ENSP00000301178,9606.ENSP00000301522,9606.ENSP00000302046,9606.ENSP00000304133,9606.ENSP00000305988,9606.ENSP00000306099,9606.ENSP00000308117,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000310832,9606.ENSP00000313967,9606.ENSP00000314299,9606.ENSP00000315130,9606.ENSP00000317674,9606.ENSP00000320866,9606.ENSP00000322061,9606.ENSP00000323929,9606.ENSP00000327513,9606.ENSP00000329797,9606.ENSP00000330382,9606.ENSP00000339477,9606.ENSP00000341170,9606.ENSP00000342082,9606.ENSP00000345344,9606.ENSP00000348170,9606.ENSP00000350425,9606.ENSP00000353408,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356385,9606.ENSP00000356395,9606.ENSP00000356399,9606.ENSP00000356946,9606.ENSP00000357981,9606.ENSP00000358777,9606.ENSP00000360281,9606.ENSP00000360687,9606.ENSP00000360697,9606.ENSP00000361761,9606.ENSP00000362924,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000366091,9606.ENSP00000369055,9606.ENSP00000372136,9606.ENSP00000377047,9606.ENSP00000378131,9606.ENSP00000381581,9606.ENSP00000383115,9606.ENSP00000385035,9606.ENSP00000385519,9606.ENSP00000385834,9606.ENSP00000387050,9606.ENSP00000396688,9606.ENSP00000398632,9606.ENSP00000399679,9606.ENSP00000410294,9606.ENSP00000416561,9606.ENSP00000418009,9606.ENSP00000419425,9606.ENSP00000426455,9606.ENSP00000431254,9606.ENSP00000436607,9606.ENSP00000438677,9606.ENSP00000440066,9606.ENSP00000444271,9606.ENSP00000452662,9606.ENSP00000455897,9606.ENSP00000468253,9606.ENSP00000478763,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000480322,9606.ENSP00000483567,9606.ENSP00000493985,9606.ENSP00000497910,9606.ENSP00000498441","GRN,FSTL3,TGFBR3,LGALS1,CHGA,LBP,CTSH,C5,VTN,CTSC,GPLD1,HRG,CTSD,LRP1,C3,F12,ENPP2,LYZ,SEMA7A,TWSG1,PRDX1,C9,C6,NECTIN1,HPX,C1RL,SOD1,SERPING1,ENDOD1,THY1,APP,CSF1R,AZGP1,PGLYRP2,CXCL16,VCAM1,MASP1,TNFRSF21,C2,PPIB,AXL,PRDX2,RNASE6,SCG2,ALCAM,FGB,CD248,F2,PLG,CTSF,C1QB,CFHR1,CLU,APOL1,CALR,C7,A2M,CSF1,CADM1,PDGFB,ICOSLG,PTN,SLPI,CTSL,HP,APOA4,MSN,C8A,CD55,C4BPA,CFHR2,CFHR3,CFH,FCGR3A,CTSS,ATP6AP1,C8B,PTGDS,C8G,WFDC2,GSN,C1QC,C1QA,MOG,B4GALT1,DEFA1B,PTPRZ1,CFI,LCP1,COLEC12,C1S,CD14,TF,PLD3,C4A,CD44,PRG4,FGFR2,CFB,RARRES2,PPIA,RNASET2,IGLL5,ADM,PLD4,JCHAIN,C1R,IGKV2D-28,MRC1,CFD,SIRPA,IGHV1-3,IGHV3-15,IGHV3-72,CD99L2,IGKV2D-29,KNG1,B2M,FGA"
AD_NPH,GO:0002449,Lymphocyte mediated immunity,30,4.45492,bottom,0.00021,ks,"9606.ENSP00000220166,9606.ENSP00000223642,9606.ENSP00000227266,9606.ENSP00000245907,9606.ENSP00000262746,9606.ENSP00000263408,9606.ENSP00000263413,9606.ENSP00000266542,9606.ENSP00000278407,9606.ENSP00000299367,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000322061,9606.ENSP00000354458,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000356946,9606.ENSP00000360281,9606.ENSP00000360697,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000378131,9606.ENSP00000385035,9606.ENSP00000396688,9606.ENSP00000431254,9606.ENSP00000444271,9606.ENSP00000479119,9606.ENSP00000479675,9606.ENSP00000480035,9606.ENSP00000497910","CTSH,C5,CTSC,C3,PRDX1,C9,C6,C1RL,SERPING1,C2,C1QB,CLU,C7,C8A,CD55,C4BPA,FCGR3A,C8B,C8G,C1QC,C1QA,CFI,C1S,C4A,IGLL5,C1R,IGHV1-3,IGHV3-15,IGHV3-72,B2M"
AD_NPH,GO:0030195,Negative regulation of blood coagulation,18,5.00953,bottom,0.00021,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000377783,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,FGB,F2,PLG,SERPINF2,PDGFB,FGG,PROS1,KNG1,FGA"
